Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Sierra Vista Unified District,0401460,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Elementary,480,215,248,232,1,15,183,17,217,7,40,Yes participating without using any Provision or the CEO,040146000080,Village Meadows Elementary School,4175,Sierra Vista Unified District,42.0,2018,0,0.5166666666666667,0.48333333333333334,0.0020833333333333333,0.03125,0.38125,0.035416666666666666,0.45208333333333334,0.014583333333333334,0.08333333333333333,0.4479166666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Elementary,539,403,273,266,16,14,224,43,218,1,23,Yes participating without using any Provision or the CEO,040775000684,Village Meadows Elementary School,4246,Deer Valley Unified District,42.0,2018,0,0.5064935064935064,0.4935064935064935,0.029684601113172542,0.025974025974025976,0.4155844155844156,0.07977736549165121,0.4044526901669759,0.0018552875695732839,0.04267161410018553,0.7476808905380334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Casa Grande Elementary District,0401710,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Middle,882,555,449,433,44,9,528,24,234,3,40,Yes participating without using any Provision or the CEO,040171002872,Villago Middle School,4446,Casa Grande Elementary District,39.0,2018,0,0.5090702947845805,0.4909297052154195,0.049886621315192746,0.01020408163265306,0.5986394557823129,0.027210884353741496,0.2653061224489796,0.003401360544217687,0.045351473922902494,0.6292517006802721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Vista College Preparatory  Inc.,0400887,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Elementary,299,286,149,150,0,0,205,78,13,0,3,Yes under Community Eligibility Option (CEO),040088703415,Vista College Preparatory,91948,"Vista College Preparatory, Inc.",68.5,2018,1,0.4983277591973244,0.5016722408026756,0.0,0.0,0.68561872909699,0.2608695652173913,0.043478260869565216,0.0,0.010033444816053512,0.9565217391304348,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laveen Elementary District,0404290,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,801,360,354,447,7,79,343,150,166,1,55,Yes participating without using any Provision or the CEO,040429001391,Vista del Sur Accelerated,4276,Laveen Elementary District,76.5,2018,0,0.4419475655430712,0.5580524344569289,0.008739076154806492,0.0986267166042447,0.4282147315855181,0.18726591760299627,0.20724094881398253,0.0012484394506866417,0.0686641697877653,0.449438202247191,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Casa Grande Union High School District,0401740,Pinal County,04021,2-No,5-Title I schoolwide school,0401,High,1585,1013,817,768,65,24,1056,55,347,5,33,Yes participating without using any Provision or the CEO,040174002909,Vista Grande High School,4453,Casa Grande Union High School District,21.5,2018,0,0.5154574132492113,0.48454258675078865,0.04100946372239748,0.015141955835962145,0.6662460567823344,0.03470031545741325,0.21892744479495269,0.0031545741324921135,0.02082018927444795,0.6391167192429023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0406,Other,59,27,55,4,1,0,9,4,40,0,5,Yes participating without using any Provision or the CEO,040775003454,Vista Peak,4246,Deer Valley Unified District,14.5,2018,0,0.9322033898305084,0.06779661016949153,0.01694915254237288,0.0,0.15254237288135594,0.06779661016949153,0.6779661016949152,0.0,0.0847457627118644,0.4576271186440678,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Middle,638,446,347,291,12,14,368,30,194,0,20,Yes participating without using any Provision or the CEO,040593001218,Vista Verde Middle School,4241,Paradise Valley Unified District,25.5,2018,0,0.5438871473354232,0.4561128526645768,0.018808777429467086,0.0219435736677116,0.5768025078369906,0.047021943573667714,0.30407523510971785,0.0,0.03134796238244514,0.6990595611285266,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,6-Not a Title I school,0408,Elementary,1099,97,558,541,0,19,155,28,825,2,70,Yes participating without using any Provision or the CEO,040625002657,Vistancia Elementary School,4237,Peoria Unified School District,65.5,2018,0,0.5077343039126478,0.49226569608735216,0.0,0.017288444040036398,0.1410373066424022,0.025477707006369428,0.7506824385805277,0.0018198362147406734,0.06369426751592357,0.08826205641492266,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wickenburg Unified District,0409190,Maricopa County,04013,2-No,5-Title I schoolwide school,0404,Middle,248,148,125,123,1,0,79,4,162,0,2,Yes participating without using any Provision or the CEO,040919000953,Vulture Peak Middle School,4236,Wickenburg Unified District,28.0,2018,0,0.5040322580645161,0.4959677419354839,0.004032258064516129,0.0,0.3185483870967742,0.016129032258064516,0.6532258064516129,0.0,0.008064516129032258,0.5967741935483871,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flagstaff Unified District,0402860,Coconino County,04005,2-No,5-Title I schoolwide school,0401,Elementary,445,332,228,217,163,0,231,6,30,2,13,Yes under Community Eligibility Option (CEO),040286000217,W F Killip Elementary School,4192,Flagstaff Unified District,28.5,2018,0,0.5123595505617977,0.48764044943820223,0.36629213483146067,0.0,0.5191011235955056,0.01348314606741573,0.06741573033707865,0.0044943820224719105,0.029213483146067417,0.7460674157303371,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,325,204,165,160,1,4,151,25,106,11,27,Yes participating without using any Provision or the CEO,040880000905,W V Whitmore Elementary School,4403,Tucson Unified District,37.0,2018,0,0.5076923076923077,0.49230769230769234,0.003076923076923077,0.012307692307692308,0.4646153846153846,0.07692307692307693,0.3261538461538461,0.033846153846153845,0.08307692307692308,0.6276923076923077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Nogales Unified District,0405530,Santa Cruz County,04023,2-No,5-Title I schoolwide school,0403,Middle,617,579,318,299,3,0,611,0,3,0,0,Yes under Provision 2,040553000456,Wade Carpenter Middle School,4457,Nogales Unified District,22.0,2018,0,0.5153970826580226,0.4846029173419773,0.004862236628849271,0.0,0.9902755267423015,0.0,0.004862236628849271,0.0,0.0,0.9384116693679092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Sahuarita Unified District,0407300,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,High,1112,411,548,564,7,11,595,42,411,8,38,Yes participating without using any Provision or the CEO,040730003183,Walden Grove High School,4411,Sahuarita Unified District,30.5,2018,0,0.49280575539568344,0.5071942446043165,0.006294964028776978,0.009892086330935251,0.5350719424460432,0.03776978417266187,0.36960431654676257,0.007194244604316547,0.0341726618705036,0.36960431654676257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Florence Unified School District,0402920,Pinal County,04021,2-No,5-Title I schoolwide school,0404,Elementary,677,419,376,301,9,3,185,58,403,8,11,Yes participating without using any Provision or the CEO,040292002210,Walker Butte K-8,4437,Florence Unified School District,28.0,2018,0,0.5553914327917282,0.4446085672082718,0.013293943870014771,0.004431314623338257,0.27326440177252587,0.08567208271787297,0.5952732644017725,0.011816838995568686,0.01624815361890694,0.6189069423929099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Parker Unified School District,0405980,La Paz County,04012,2-No,6-Not a Title I school,0404,Elementary,388,301,202,186,92,0,188,2,84,0,22,Yes participating without using any Provision or the CEO,040598000495,Wallace Elementary School,4510,Parker Unified School District,33.0,2018,0,0.520618556701031,0.4793814432989691,0.23711340206185566,0.0,0.4845360824742268,0.005154639175257732,0.21649484536082475,0.0,0.05670103092783505,0.7757731958762887,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Parker Unified School District,0405980,La Paz County,04012,2-No,6-Not a Title I school,0404,Middle,375,,195,180,115,1,162,1,75,0,21,No,040598001977,Wallace Jr High School,4510,Parker Unified School District,22.5,2018,0,0.52,0.48,0.30666666666666664,0.0026666666666666666,0.432,0.0026666666666666666,0.2,0.0,0.056,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tombstone Unified District,0408600,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Elementary,138,101,71,67,3,1,41,1,85,0,7,Yes under Community Eligibility Option (CEO),040860000810,Walter J Meyer School,4168,Tombstone Unified District,27.5,2018,0,0.5144927536231884,0.4855072463768116,0.021739130434782608,0.007246376811594203,0.2971014492753623,0.007246376811594203,0.6159420289855072,0.0,0.050724637681159424,0.7318840579710145,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,6-Not a Title I school,0409,Elementary,455,94,204,251,6,32,131,22,233,3,28,Yes participating without using any Provision or the CEO,040831003112,Ward Traditional Academy,4258,Tempe School District,70.5,2018,0,0.44835164835164837,0.5516483516483517,0.013186813186813187,0.07032967032967033,0.2879120879120879,0.04835164835164835,0.512087912087912,0.006593406593406593,0.06153846153846154,0.20659340659340658,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Elementary,455,276,228,227,50,3,164,24,180,3,31,Yes participating without using any Provision or the CEO,040497000417,Washington Elementary School,4235,Mesa Unified District,37.25,2018,0,0.5010989010989011,0.4989010989010989,0.10989010989010989,0.006593406593406593,0.36043956043956044,0.05274725274725275,0.3956043956043956,0.006593406593406593,0.06813186813186813,0.6065934065934065,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Elementary,899,799,455,444,38,27,578,143,83,1,29,Yes under Community Eligibility Option (CEO),040906000947,Washington Elementary School,4260,Washington Elementary School District,37.25,2018,0,0.5061179087875417,0.4938820912124583,0.042269187986651836,0.030033370411568408,0.64293659621802,0.15906562847608455,0.09232480533926585,0.0011123470522803114,0.03225806451612903,0.8887652947719689,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Glendale Union High School District,0403450,Maricopa County,04013,2-No,6-Not a Title I school,0407,High,1638,1162,822,816,66,98,1053,189,220,3,9,Yes participating without using any Provision or the CEO,040345000283,Washington High School,4285,Glendale Union High School District,34.0,2018,0,0.5018315018315018,0.4981684981684982,0.040293040293040296,0.05982905982905983,0.6428571428571429,0.11538461538461539,0.1343101343101343,0.0018315018315018315,0.005494505494505495,0.7094017094017094,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Winslow Unified District,0409460,Navajo County,04017,2-No,6-Not a Title I school,0401,Elementary,304,227,171,133,137,0,100,4,56,0,7,Yes under Community Eligibility Option (CEO),040946000974,Washington School,4387,Winslow Unified District,30.0,2018,0,0.5625,0.4375,0.4506578947368421,0.0,0.32894736842105265,0.013157894736842105,0.18421052631578946,0.0,0.023026315789473683,0.7467105263157895,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Elementary,666,592,360,306,55,6,379,50,150,6,20,Yes participating without using any Provision or the CEO,040497000418,Webster Elementary School,4235,Mesa Unified District,23.0,2018,0,0.5405405405405406,0.4594594594594595,0.08258258258258258,0.009009009009009009,0.5690690690690691,0.07507507507507508,0.22522522522522523,0.009009009009009009,0.03003003003003003,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flagstaff Unified District,0402860,Coconino County,04005,2-No,5-Title I schoolwide school,0401,Elementary,356,152,169,187,93,1,178,0,74,0,10,Yes participating without using any Provision or the CEO,040286002097,Weitzel's Puente de Hozho Bilingual Magnet School,4192,Flagstaff Unified District,40.0,2018,0,0.4747191011235955,0.5252808988764045,0.2612359550561798,0.0028089887640449437,0.5,0.0,0.20786516853932585,0.0,0.028089887640449437,0.42696629213483145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wellton Elementary District,0409090,Yuma County,04027,2-No,6-Not a Title I school,0404,Elementary,215,171,102,113,1,0,171,0,35,2,6,Yes participating without using any Provision or the CEO,040909000948,Wellton Elementary School,4504,Wellton Elementary District,25.0,2018,0,0.4744186046511628,0.5255813953488372,0.004651162790697674,0.0,0.7953488372093023,0.0,0.16279069767441862,0.009302325581395349,0.027906976744186046,0.7953488372093023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Wenden Elementary District,0409120,La Paz County,04012,2-No,6-Not a Title I school,0404,Elementary,92,79,44,48,0,0,87,0,5,0,0,Yes under Community Eligibility Option (CEO),040912000949,Wenden Elementary School,4512,Wenden Elementary District,16.5,2018,0,0.4782608695652174,0.5217391304347826,0.0,0.0,0.9456521739130435,0.0,0.05434782608695652,0.0,0.0,0.8586956521739131,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Coolidge Unified District,0402320,Pinal County,04021,2-No,6-Not a Title I school,0401,Elementary,687,534,345,342,39,1,387,48,177,0,35,Yes participating without using any Provision or the CEO,040232000164,West Elementary School,4442,Coolidge Unified District,16.5,2018,0,0.5021834061135371,0.4978165938864629,0.056768558951965066,0.001455604075691412,0.5633187772925764,0.06986899563318777,0.2576419213973799,0.0,0.050946142649199416,0.777292576419214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dysart Unified District,0402690,Maricopa County,04013,2-No,4-Title I schoolwide eligible school-No program,0408,Elementary,690,364,361,329,4,10,258,47,327,0,44,Yes participating without using any Provision or the CEO,040269002126,West Point Elementary School,4243,Dysart Unified District,39.5,2018,0,0.5231884057971015,0.47681159420289854,0.005797101449275362,0.014492753623188406,0.3739130434782609,0.06811594202898551,0.47391304347826085,0.0,0.06376811594202898,0.527536231884058,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sedona-Oak Creek JUSD #9,0409733,Yavapai County,04025,2-No,5-Title I schoolwide school,0401,Elementary,299,205,155,144,1,3,220,2,66,2,5,Yes participating without using any Provision or the CEO,040973301512,West Sedona Elementary School,4467,Sedona-Oak Creek JUSD #9,25.5,2018,0,0.5183946488294314,0.4816053511705686,0.0033444816053511705,0.010033444816053512,0.7357859531772575,0.006688963210702341,0.22073578595317725,0.006688963210702341,0.016722408026755852,0.68561872909699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Liberty Elementary District,0404320,Maricopa County,04013,2-No,6-Not a Title I school,0403,Elementary,656,110,349,307,4,6,184,19,418,6,19,Yes participating without using any Provision or the CEO,040432002383,Westar Elementary School,4266,Liberty Elementary District,57.0,2018,0,0.5320121951219512,0.4679878048780488,0.006097560975609756,0.009146341463414634,0.2804878048780488,0.028963414634146343,0.6371951219512195,0.009146341463414634,0.028963414634146343,0.1676829268292683,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dysart Unified District,0402690,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Elementary,867,320,452,415,7,19,201,63,530,3,44,Yes participating without using any Provision or the CEO,040269002679,Western Peaks Elementary,4243,Dysart Unified District,43.5,2018,0,0.5213379469434832,0.4786620530565167,0.008073817762399077,0.02191464821222607,0.23183391003460208,0.0726643598615917,0.6113033448673587,0.0034602076124567475,0.05074971164936563,0.3690888119953864,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Western School of Science and Technology  Inc.,0400924,Maricopa County,04013,1-Yes,6-Not a Title I school,0407,High,527,,262,265,0,0,511,7,7,0,2,Yes participating without using any Provision or the CEO,040092403436,Western School of Science and Technology,91937,"Western School of Science and Technology, Inc.",30.0,2018,1,0.4971537001897533,0.5028462998102466,0.0,0.0,0.969639468690702,0.013282732447817837,0.013282732447817837,0.0,0.003795066413662239,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Litchfield Elementary District,0404380,Maricopa County,04013,2-No,6-Not a Title I school,0408,Middle,994,247,486,508,7,55,336,75,470,3,48,Yes participating without using any Provision or the CEO,040438001547,Western Sky Middle School,4281,Litchfield Elementary District,57.5,2018,0,0.48893360160965793,0.5110663983903421,0.007042253521126761,0.05533199195171026,0.3380281690140845,0.07545271629778671,0.47283702213279677,0.0030181086519114686,0.0482897384305835,0.24849094567404426,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fowler Elementary District,0403060,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,620,495,316,304,7,5,497,48,50,2,11,Yes participating without using any Provision or the CEO,040306003084,Western Valley Elementary School,4273,Fowler Elementary District,34.5,2018,0,0.5096774193548387,0.49032258064516127,0.01129032258064516,0.008064516129032258,0.8016129032258065,0.07741935483870968,0.08064516129032258,0.0032258064516129032,0.017741935483870968,0.7983870967741935,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fowler Elementary District,0403060,Maricopa County,04013,2-No,6-Not a Title I school,0407,Middle,752,585,382,370,7,2,624,57,52,2,8,Yes participating without using any Provision or the CEO,040306003085,Western Valley Middle School,4273,Fowler Elementary District,20.5,2018,0,0.5079787234042553,0.4920212765957447,0.009308510638297872,0.0026595744680851063,0.8297872340425532,0.07579787234042554,0.06914893617021277,0.0026595744680851063,0.010638297872340425,0.7779255319148937,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cholla Academy,0400402,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Other,252,211,125,127,3,1,130,43,59,0,16,Yes under Community Eligibility Option (CEO),040040201860,Westland School,5186,Cholla Academy,17.5,2018,1,0.49603174603174605,0.503968253968254,0.011904761904761904,0.003968253968253968,0.5158730158730159,0.17063492063492064,0.23412698412698413,0.0,0.06349206349206349,0.8373015873015873,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cholla Academy,0400402,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Other,258,208,126,132,5,3,128,53,54,1,14,Yes under Community Eligibility Option (CEO),040040203429,Westland School Brighton Campus,5186,Cholla Academy,22.0,2018,1,0.4883720930232558,0.5116279069767442,0.01937984496124031,0.011627906976744186,0.49612403100775193,0.2054263565891473,0.20930232558139536,0.003875968992248062,0.05426356589147287,0.8062015503875969,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
